School Year,School Code,County,Public/Private,Public School District,CITY,School Name,Enrollment,Reported,Category,Count,Percent
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,98,Y,Pre-Jan PBE,0,0%
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,Pre-Jan PBE,0,0%
2013-2014,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,97,Y,Religious PBE,0,0%
2013-2014,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,66,Y,Conditional,0,0%
2014-2015,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,57,Y,Conditional,0,0%
2014-2015,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,57,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,66,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,66,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,57,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,57,Y,Pre-Jan PBE,0,0%
2013-2014,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,66,Y,Pre-Jan PBE,0,0%
2013-2014,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,66,Y,Religious PBE,0,0%
2013-2014,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,78,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,78,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,73,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,73,Y,Pre-Jan PBE,0,0%
2013-2014,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,78,Y,Pre-Jan PBE,0,0%
2014-2015,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,73,Y,Religious PBE,0,0%
2013-2014,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,78,Y,Religious PBE,0,0%
2014-2015,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,45,Y,Pre-Jan PBE,0,0%
2013-2014,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,46,Y,Conditional,0,0%
2014-2015,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,45,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,46,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,46,Y,Permanent Medical Exemption (PME),0,0%
2013-2014,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,46,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,45,Y,Personal Beliefs Exemption (PBE),0,0%
2013-2014,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,46,Y,Pre-Jan PBE,0,0%
2014-2015,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,45,Y,Religious PBE,0,0%
2013-2014,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,46,Y,Religious PBE,0,0%
2013-2014,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,33,Y,Conditional,0,0%
2014-2015,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,33,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,33,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Permanent Medical Exemption (PME),0,0%
2013-2014,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,33,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Pre-Jan PBE,0,0%
2013-2014,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,33,Y,Pre-Jan PBE,0,0%
2014-2015,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Religious PBE,0,0%
2013-2014,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,33,Y,Religious PBE,0,0%
2014-2015,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,109,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,92,Y,HC  Practitioner Counseled PBE,0,0%
2014-2015,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,109,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,109,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,109,Y,Pre-Jan PBE,0,0%
2013-2014,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,92,Y,Pre-Jan PBE,0,0%
2014-2015,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,109,Y,Religious PBE,0,0%
2013-2014,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,92,Y,Religious PBE,0,0%
2014-2015,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,97,Y,Conditional,0,0%
2013-2014,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,99,Y,HC  Practitioner Counseled PBE,0,0%
2014-2015,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,97,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,97,Y,Pre-Jan PBE,0,0%
2013-2014,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,99,Y,Pre-Jan PBE,0,0%
2014-2015,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,97,Y,Religious PBE,0,0%
2013-2014,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,99,Y,Religious PBE,0,0%
2013-2014,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,64,Y,Conditional,0,0%
2013-2014,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,64,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,64,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,60,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,60,Y,Pre-Jan PBE,0,0%
2013-2014,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,64,Y,Pre-Jan PBE,0,0%
2014-2015,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,60,Y,Religious PBE,0,0%
2013-2014,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,64,Y,Religious PBE,0,0%
2014-2015,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,25,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,25,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,Permanent Medical Exemption (PME),0,0%
2013-2014,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,25,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,Pre-Jan PBE,0,0%
2013-2014,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,25,Y,Pre-Jan PBE,0,0%
2014-2015,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,Religious PBE,0,0%
2013-2014,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,25,Y,Religious PBE,0,0%
2014-2015,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,51,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,53,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,53,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,51,Y,Permanent Medical Exemption (PME),0,0%
2013-2014,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,53,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,51,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,51,Y,Pre-Jan PBE,0,0%
2013-2014,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,53,Y,Pre-Jan PBE,0,0%
2014-2015,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,51,Y,Religious PBE,0,0%
2013-2014,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,53,Y,Religious PBE,0,0%
2013-2014,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,25,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,25,Y,Permanent Medical Exemption (PME),0,0%
2013-2014,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,25,Y,Pre-Jan PBE,0,0%
2013-2014,6144166,SANTA CLARA,PRIVATE,,PALO ALTO,THE CHILDREN'S SCHOOL OF ART AND SCIENCE,25,Y,Religious PBE,0,0%
2014-2015,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,57,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,65,Y,HC  Practitioner Counseled PBE,0,0%
2013-2014,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,65,Y,Permanent Medical Exemption (PME),0,0%
2014-2015,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,57,Y,Permanent Medical Exemption (PME),0,0%
2013-2014,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,65,Y,Personal Beliefs Exemption (PBE),0,0%
2014-2015,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,57,Y,Pre-Jan PBE,0,0%
2013-2014,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,65,Y,Pre-Jan PBE,0,0%
2013-2014,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,65,Y,Religious PBE,0,0%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,Conditional,0,0%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,Conditional,0,0%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,Conditional,2,2%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,Conditional,1,1%
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,Conditional,0,0%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,Conditional,0,0%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,Conditional,1,1%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,Conditional,0,0%
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,Conditional,1,2%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,Conditional,4,4%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,Conditional,1,2%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,Conditional,0,0%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,Conditional,0,0%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,Conditional,0,0%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,Conditional,1,2%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,Conditional,5,8%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,Conditional,0,0%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,Conditional,0,0%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,Conditional,1,3%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,Conditional,3,7%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,Conditional,6,14%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,Conditional,16,22%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,DTP,91,100%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,DTP,72,100%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,DTP,90,98%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,DTP,78,98%
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,DTP,61,98%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,DTP,48,98%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,DTP,94,96%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,DTP,64,98%
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,DTP,53,100%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,DTP,88,86%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,DTP,43,98%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,DTP,63,95%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,DTP,49,89%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,DTP,72,100%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,DTP,38,88%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,DTP,55,92%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,DTP,35,97%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,DTP,60,95%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,DTP,29,97%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,DTP,46,100%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,DTP,39,89%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,DTP,64,86%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,HC Pratitioner Counseled PBE,1,2%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6048292,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,DUVENECK ELEMENTARY,53,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6048300,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,GREENDELL,102,Y,HC Pratitioner Counseled PBE,3,3%
2015-2016,6048326,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,JUANA BRIONES ELEMENTARY,44,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6048359,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,PALO VERDE ELEMENTARY,66,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6048409,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,WALTER HAYS ELEMENTARY,55,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6114953,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,ASPIRE EAST PALO ALTO CHARTER,72,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6115562,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,BARRON PARK ELEMENTARY,43,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6131981,SANTA CLARA,PRIVATE,,PALO ALTO,STRATFORD SCHOOL,60,Y,HC Pratitioner Counseled PBE,1,2%
2015-2016,6141899,SANTA CLARA,PRIVATE,,PALO ALTO,KEYS FAMILY DAY SCHOOL,36,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,6144661,SANTA CLARA,PRIVATE,,PALO ALTO,INTERNATIONAL SCHOOL OF THE PENINSULA,63,Y,HC Pratitioner Counseled PBE,3,5%
2015-2016,6979470,SANTA CLARA,PRIVATE,,PALO ALTO,ST. ELIZABETH SETON,30,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,7072002,SANTA CLARA,PRIVATE,,PALO ALTO,GIDEON HAUSNER JEWISH DAY SCHOOL,46,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,7089956,SANTA CLARA,PRIVATE,,PALO ALTO,BOWMAN INTERNATIONAL SCHOOL,44,Y,HC Pratitioner Counseled PBE,0,0%
2015-2016,7099344,SANTA CLARA,PRIVATE,,PALO ALTO,CHALLENGER - MIDDLEFIELD,74,Y,HC Pratitioner Counseled PBE,1,1%
2015-2016,126649,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,LOS ROBLES MAGNET ACADEMY,91,Y,HEPB,91,100%
2015-2016,6044325,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,COSTANO ELEMENTARY,72,Y,HEPB,72,100%
2015-2016,6044333,SAN MATEO,PUBLIC,RAVENSWOOD CITY ELEMENTARY,EAST PALO ALTO,BRENTWOOD ACADEMY,92,Y,HEPB,91,99%
2015-2016,6048193,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,ADDISON ELEMENTARY,80,Y,HEPB,79,99%
2015-2016,6048201,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,HERBERT HOOVER ELEMENTARY,62,Y,HEPB,61,98%
2015-2016,6048235,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,EL CARMELO ELEMENTARY,49,Y,HEPB,48,98%
2015-2016,6048243,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,OHLONE ELEMENTARY,98,Y,HEPB,93,95%
2015-2016,6048268,SANTA CLARA,PUBLIC,PALO ALTO UNIFIED,PALO ALTO,FAIRMEADOW ELEMENTARY,65,Y,HEPB,64,98%
